,ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
526,A-527,Source2,2,2016-03-08 06:10:30,2016-03-08 06:40:30,39.019779,-84.20581800000002,,,0.01,Accident on OH-132 State Highway 132 at OH-125 Ohio Pike / OH-132 State Highway 132. Expect delays.,E Ohio Pike,Amelia,Clermont,OH,45102-2351,US,US/Eastern,KI69,2016-03-08 06:12:00,55.4,,49.0,30.13,10.0,South,5.8,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Day,Day
527,A-528,Source2,2,2016-03-08 06:47:17,2016-03-08 07:17:17,39.096836,-84.253273,,,0.01,Accident on Batavia Pike at Bridlewood Ln. Expect delays.,Old State Route 74,Batavia,Clermont,OH,45103-2367,US,US/Eastern,KI69,2016-03-08 06:53:00,55.2,,50.0,30.15,10.0,South,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
528,A-529,Source2,2,2016-03-08 06:54:37,2016-03-08 07:24:37,40.006477,-83.030991,,,0.01,Accident on OH-315 Olentangy Fwy Southbound at Lane Ave. Expect delays.,Olentangy Fwy S,Columbus,Franklin,OH,43210,US,US/Eastern,KOSU,2016-03-08 06:53:00,53.1,,52.0,30.12,10.0,South,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
529,A-530,Source2,2,2016-03-08 06:57:44,2016-03-08 07:27:44,40.080402,-82.87745699999998,,,0.01,One lane blocked due to accident on OH-161 New Albany Expy at Little Turtle Way / Dublin Granville Rd.,New Albany Expy W,Westerville,Franklin,OH,43081,US,US/Eastern,KCMH,2016-03-08 06:51:00,55.0,,47.0,30.13,10.0,SSW,9.2,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
530,A-531,Source2,2,2016-03-08 07:29:19,2016-03-08 07:59:19,39.748081,-84.13945799999998,,,0.01,Accident on Smithville Rd at Linden Ave.,S Smithville Rd,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-03-08 07:58:00,56.7,,51.0,30.14,10.0,SSW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
531,A-532,Source2,3,2016-03-08 07:26:53,2016-03-08 07:56:53,40.003059,-82.862289,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 37 OH-317 Hamilton Rd.,Outerbelt N,Columbus,Franklin,OH,43230,US,US/Eastern,KCMH,2016-03-08 07:51:00,55.0,,49.0,30.16,10.0,South,9.2,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
532,A-533,Source2,3,2016-03-08 07:46:55,2016-03-08 08:16:55,41.36795,-81.821655,,,0.01,Accident on I-71 Southbound at Exit 235 Bagley Rd.,I-71 S,Cleveland,Cuyahoga,OH,44130,US,US/Eastern,KCLE,2016-03-08 07:51:00,53.1,,50.0,30.12,10.0,South,10.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
533,A-534,Source2,2,2016-03-08 08:09:53,2016-03-08 08:39:53,39.75777100000001,-84.142036,,,0.0,Accident on Huffman Ave at Gondert Ave.,Huffman Ave,Dayton,Montgomery,OH,45403-3018,US,US/Eastern,KFFO,2016-03-08 07:58:00,56.7,,51.0,30.14,10.0,SSW,13.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
534,A-535,Source2,2,2016-03-08 09:20:23,2016-03-08 09:50:23,39.749916,-84.139359,,,0.01,Accident on US-35 Eastbound at Smithville Rd. Expect delays.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-03-08 08:58:00,61.2,,46.0,30.15,10.0,SSW,18.4,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
535,A-536,Source2,2,2016-03-08 10:36:45,2016-03-08 11:06:45,39.106014,-84.147224,,,0.01,Accident on OH-132 State Route 132 at Elmwood Rd. Expect delays.,State Route 132,Batavia,Clermont,OH,45103-1228,US,US/Eastern,KI69,2016-03-08 10:33:00,65.1,,43.0,30.18,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
536,A-537,Source2,2,2016-03-08 10:37:41,2016-03-08 11:07:41,39.603619,-84.228577,,,0.0,Accident on Innovation Dr Northbound at OH-741 Springboro Pike. Expect delays.,Innovation Dr,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,2016-03-08 10:53:00,66.0,,45.0,30.14,10.0,SW,16.1,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
537,A-538,Source2,2,2016-03-08 10:39:09,2016-03-08 11:09:09,39.636219,-84.21775799999998,,,0.01,Accident on Mad River Rd at OH-725 Miamisburg Centerville Rd.,Miamisburg Centerville Rd,Dayton,Montgomery,OH,45459-3725,US,US/Eastern,KMGY,2016-03-08 10:53:00,66.0,,45.0,30.14,10.0,SW,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
538,A-539,Source2,2,2016-03-08 10:55:29,2016-03-08 11:25:29,39.790596,-84.253807,,,0.01,Accident on Gettysburg Ave at Hillcrest Ave. Expect delays.,N Gettysburg Ave,Dayton,Montgomery,OH,45406-1708,US,US/Eastern,KDAY,2016-03-08 10:56:00,66.0,,50.0,30.13,10.0,SW,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
539,A-540,Source2,2,2016-03-08 12:14:36,2016-03-08 12:44:36,39.786629,-84.18869000000002,,,0.01,Accident on N Keowee St at Stanley Ave.,N Keowee St,Dayton,Montgomery,OH,45404-1104,US,US/Eastern,KFFO,2016-03-08 11:58:00,70.2,,43.0,30.13,10.0,SSW,18.4,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
540,A-541,Source2,3,2016-03-08 12:20:00,2016-03-08 13:25:00,40.112133,-83.016998,,,0.01,Restrictions due to accident on I-270 Outerbelt both ways at Exit 23 US-23 High St.,Outerbelt W,Columbus,Franklin,OH,43235,US,US/Eastern,KOSU,2016-03-08 11:53:00,68.0,,45.0,30.14,10.0,SSW,13.8,,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
541,A-542,Source2,2,2016-03-08 13:19:16,2016-03-08 14:04:16,39.753288,-84.191978,,,0.01,Accident on Ludlow St at Franklin St.,Franklin St,Dayton,Montgomery,OH,45402-2633,US,US/Eastern,KFFO,2016-03-08 13:25:00,71.6,,41.0,30.06,10.0,South,18.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
542,A-543,Source2,2,2016-03-08 16:13:46,2016-03-08 17:13:46,39.770718,-84.211449,,,0.0,Accident on Neal Ave at Bellevue Ave.,Neal Ave,Dayton,Montgomery,OH,45406-5234,US,US/Eastern,KDAY,2016-03-08 15:56:00,71.1,,39.0,30.02,10.0,SSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
543,A-544,Source2,2,2016-03-08 17:11:00,2016-03-08 21:00:00,39.995968,-83.024574,,,0.01,Right lane blocked due to accident on OH-315 Olentangy Fwy Northbound near Cannon Dr.,Olentangy Fwy N,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,2016-03-08 16:53:00,71.1,,32.0,30.0,10.0,SSW,15.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
544,A-545,Source2,2,2016-03-08 17:26:10,2016-03-08 17:56:10,40.131283,-83.089745,,,0.01,Accident on Sawmill Rd Southbound at Summit View Rd.,Sawmill Rd,Dublin,Franklin,OH,43016-9037,US,US/Eastern,KOSU,2016-03-08 17:53:00,69.1,,32.0,30.02,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
545,A-546,Source2,2,2016-03-08 17:56:35,2016-03-08 18:41:35,40.103794,-83.13369,,,0.01,Accident on Emerald Pkwy Northbound at Coffman Rd. Approach with care.,Coffman Rd,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-03-08 17:53:00,69.1,,32.0,30.02,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
546,A-547,Source2,3,2016-03-08 17:55:00,2016-03-08 21:00:00,40.047691,-82.997086,,,0.01,Right lane blocked due to accident on I-71 Northbound at Exit 115 Cooke Rd.,E Cooke Rd,Columbus,Franklin,OH,43214,US,US/Eastern,KOSU,2016-03-08 17:53:00,69.1,,32.0,30.02,10.0,SSW,11.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
547,A-548,Source2,3,2016-03-08 18:41:00,2016-03-08 21:00:00,39.93639,-82.881676,,,0.01,Left lane blocked due to accident on I-70 Eastbound at Exits 107 107A 107B OH-317 Hamilton Rd.,I-70 E,Columbus,Franklin,OH,43232,US,US/Eastern,KCMH,2016-03-08 18:51:00,66.9,,31.0,30.03,10.0,SW,8.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
548,A-549,Source2,3,2016-03-09 06:07:45,2016-03-09 06:37:45,40.827763,-83.975716,,,0.01,Accident on I-75 Southbound at Dixie Hwy. Expect delays.,N Napoleon Rd,Lima,Allen,OH,45801,US,US/Eastern,KAOH,2016-03-09 05:53:00,57.0,,64.0,29.97,10.0,South,16.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
549,A-550,Source2,2,2016-03-09 06:42:51,2016-03-09 07:12:51,39.67155800000001,-84.252678,,,0.0,Accident on Elm St at Central Ave.,S Elm St,Dayton,Montgomery,OH,45449-1733,US,US/Eastern,KMGY,2016-03-09 06:53:00,55.9,,64.0,30.03,10.0,South,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
550,A-551,Source2,2,2016-03-09 06:50:34,2016-03-09 07:20:34,40.028641,-83.01509899999998,,,0.01,Accident on High St at Como Ave. Expect delays.,W Como Ave,Columbus,Franklin,OH,43202-1027,US,US/Eastern,KOSU,2016-03-09 06:53:00,55.0,,64.0,30.05,10.0,South,8.1,,Clear,False,False,True,False,False,False,False,False,True,False,False,True,False,Night,Day,Day,Day
551,A-552,Source2,3,2016-03-09 07:22:35,2016-03-09 07:52:35,40.02404,-82.99479699999998,,,0.01,One lane blocked due to accident on I-71 Southbound at Exit 113 Silver Dr. Expect delays.,E Weber Rd,Columbus,Franklin,OH,43211,US,US/Eastern,KCMH,2016-03-09 07:51:00,54.0,,66.0,30.07,10.0,SSE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
552,A-553,Source2,2,2016-03-09 08:13:28,2016-03-09 08:43:28,40.11182,-82.901276,,,0.0,Accident on Liberty Ln at Valley Forge Ct.,Valley Forge Ct,Westerville,Franklin,OH,43081-2731,US,US/Eastern,KCMH,2016-03-09 07:51:00,54.0,,66.0,30.07,10.0,SSE,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
553,A-554,Source2,3,2016-03-09 08:39:20,2016-03-09 09:09:20,40.09917100000001,-83.134499,,,0.01,Accident on I-270 Outerbelt Northbound at Exits 17A 17B US-33 Columbus Marysville Rd. Expect delays.,Columbus Marysville Rd N,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2016-03-09 08:53:00,63.0,,58.0,30.06,10.0,South,13.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
554,A-555,Source2,2,2016-03-09 08:38:38,2016-03-09 09:08:38,40.059711,-82.419037,,,0.01,Accident on OH-16 Westbound at OH-79. Expect delays.,OH-79,Newark,Licking,OH,43055,US,US/Eastern,KVTA,2016-03-09 08:54:00,61.0,,62.0,30.08,10.0,South,6.9,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
555,A-556,Source2,2,2016-03-09 09:38:42,2016-03-09 10:08:42,39.801685,-84.253998,,,0.01,Accident on Salem Ave at Detroit Ave.,Salem Ave,Dayton,Montgomery,OH,45416-1701,US,US/Eastern,KDAY,2016-03-09 09:56:00,64.0,,58.0,30.06,10.0,SSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
556,A-557,Source2,2,2016-03-09 09:41:18,2016-03-09 10:11:18,39.798016,-84.25018299999998,,,0.0,Accident on Falmouth Ave at Siebenthaler Ave.,W Siebenthaler Ave,Dayton,Montgomery,OH,45406-1536,US,US/Eastern,KDAY,2016-03-09 09:56:00,64.0,,58.0,30.06,10.0,SSW,16.1,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
557,A-558,Source2,2,2016-03-09 09:40:00,2016-03-09 10:40:00,39.995106,-83.025337,,,0.01,Entry ramp closed due to accident on OH-315 Olentangy Fwy Northbound at Olentangy River Rd.,Olentangy River Rd,Columbus,Franklin,OH,43212,US,US/Eastern,KOSU,2016-03-09 09:53:00,63.0,,58.0,30.08,10.0,SSW,13.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
558,A-559,Source2,2,2016-03-09 11:27:24,2016-03-09 11:57:24,39.740906,-84.182121,,,0.01,Accident on Brown St at Stewart St.,E Stewart St,Dayton,Montgomery,OH,45409-2666,US,US/Eastern,KFFO,2016-03-09 10:58:00,66.0,,54.0,30.08,10.0,SSW,15.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
559,A-560,Source2,2,2016-03-09 11:41:23,2016-03-09 12:11:23,39.757221,-84.205894,,,0.01,Accident on 3rd St at Bank St. Expect delays.,Bank St,Dayton,Montgomery,OH,45402-8401,US,US/Eastern,KFFO,2016-03-09 11:58:00,70.2,,49.0,30.04,10.0,SW,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
560,A-561,Source2,2,2016-03-09 11:40:43,2016-03-09 12:10:43,39.745384,-84.183006,,,0.01,Accident on Wyoming St at Brown St.,Brown St,Dayton,Montgomery,OH,45409-2940,US,US/Eastern,KFFO,2016-03-09 11:58:00,70.2,,49.0,30.04,10.0,SW,19.6,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
561,A-562,Source2,2,2016-03-09 11:56:56,2016-03-09 12:26:56,39.658932,-84.157677,,,0.01,Accident on OH-48 Far Hills Ave at Whipp Rd.,Far Hills Ave,Dayton,Montgomery,OH,45459-1923,US,US/Eastern,KMGY,2016-03-09 11:53:00,70.0,,47.0,30.03,10.0,SSW,21.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
562,A-563,Source2,2,2016-03-09 13:55:50,2016-03-09 14:40:50,39.780712,-84.18723299999998,,,0.01,Accident on Keowee St at Helena St.,N Keowee St,Dayton,Montgomery,OH,45404-1546,US,US/Eastern,KFFO,2016-03-09 13:58:00,73.0,,44.0,30.01,10.0,SW,18.4,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
563,A-564,Source2,2,2016-03-09 14:28:02,2016-03-09 15:28:02,39.754055,-84.17588,,,0.01,Accident on US-35 Eastbound at Keowee St.,US-35 E,Dayton,Montgomery,OH,45410,US,US/Eastern,KFFO,2016-03-09 14:55:00,69.8,,49.0,30.02,7.0,SSW,17.3,,Light Rain Showers,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
564,A-565,Source2,2,2016-03-09 14:47:02,2016-03-09 15:32:02,39.828781,-84.19839499999998,,,0.0,Accident on Bartley Rd at Dixie Dr.,N Dixie Dr,Dayton,Montgomery,OH,45414-3309,US,US/Eastern,KDAY,2016-03-09 14:56:00,66.9,,59.0,30.03,9.0,SW,16.1,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
565,A-566,Source2,2,2016-03-09 15:01:02,2016-03-09 15:46:02,39.805809,-84.222435,,,0.01,Accident on OH-48 Main St at Nottingham Rd.,W Nottingham Rd,Dayton,Montgomery,OH,45405-5210,US,US/Eastern,KDAY,2016-03-09 14:56:00,66.9,,59.0,30.03,9.0,SW,16.1,0.0,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
566,A-567,Source2,3,2016-03-10 05:22:10,2016-03-10 06:07:10,39.896893,-83.723129,,,0.01,Lane blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,2016-03-10 05:12:00,55.4,,100.0,30.02,7.0,SSE,5.8,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
567,A-568,Source2,3,2016-03-10 06:09:17,2016-03-10 06:39:17,39.715988,-84.219238,,,0.01,Accident on I-75 Northbound at Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-03-10 05:53:00,57.0,,89.0,30.0,10.0,South,6.9,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
568,A-569,Source2,3,2016-03-10 06:12:15,2016-03-10 06:42:15,39.896893,-83.723129,,,0.01,Two lanes blocked due to accident on I-70 Westbound at Exit 59 OH-41 Charleston Pike. Expect delays.,S Charleston Pike,Springfield,Clark,OH,45505,US,US/Eastern,KSGH,2016-03-10 05:56:00,55.9,,100.0,30.03,10.0,South,4.6,0.01,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
569,A-570,Source2,3,2016-03-10 07:10:04,2016-03-10 07:40:04,39.715988,-84.219238,,,0.01,Accident on I-75 Southbound before Exit 50A Dryden Rd. Expect delays.,I-75 N,Dayton,Montgomery,OH,45439,US,US/Eastern,KMGY,2016-03-10 06:53:00,59.0,,87.0,30.0,10.0,SSW,9.2,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
570,A-571,Source2,3,2016-03-10 07:22:33,2016-03-10 07:52:33,39.933804,-82.78944399999997,,,0.01,Accident on I-70 Westbound at Exits 112 112A 112B OH-256 Hill Rd. Expect delays.,Hill Rd N,Pickerington,Fairfield,OH,43147,US,US/Eastern,KLHQ,2016-03-10 06:53:00,59.0,,87.0,30.05,6.0,SSW,9.2,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
571,A-572,Source2,2,2016-03-10 07:35:01,2016-03-10 08:05:01,39.668198,-84.147636,,,0.0,Accident on Durwood Rd at Rahn Rd.,Durwood Rd,Dayton,Montgomery,OH,45429-5902,US,US/Eastern,KMGY,2016-03-10 07:53:00,59.0,,87.0,30.0,10.0,SSW,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
572,A-573,Source2,2,2016-03-10 07:41:11,2016-03-10 08:11:11,39.781204,-84.20558199999998,,,0.01,Accident on Ridge Ave at Glenwood Ave. Expect delays.,Ridge Ave,Dayton,Montgomery,OH,45405-3844,US,US/Eastern,KDAY,2016-03-10 07:39:00,57.9,,93.0,30.01,7.0,SSW,13.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
573,A-574,Source3,3,2016-03-10 07:42:38,2016-03-10 08:12:38,39.901142,-84.18789699999998,,,0.01,Two lanes blocked due to accident on I-75 Southbound at Exit 64 Northwoods Blvd. Expect delays.,Northwoods Blvd,Vandalia,Montgomery,OH,45377,US,US/Eastern,KDAY,2016-03-10 07:39:00,57.9,,93.0,30.01,7.0,SSW,13.8,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
574,A-575,Source2,2,2016-03-10 07:56:35,2016-03-10 08:26:35,39.903053,-83.162949,,,0.01,Accident on Alkire Rd at Kunz Rd / Bausch Rd.,Kunz Rd,Galloway,Franklin,OH,43119-9569,US,US/Eastern,KTZR,2016-03-10 07:50:00,57.2,,100.0,30.03,7.0,SSW,11.5,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
575,A-576,Source2,2,2016-03-10 08:03:25,2016-03-10 08:33:25,39.783173,-84.117981,,,0.01,Accident on Springfield St Northbound at Harshman Rd. Expect delays.,Harshman Rd,Dayton,Montgomery,OH,45431,US,US/Eastern,KFFO,2016-03-10 07:58:00,59.2,,100.0,30.01,10.0,SSW,11.5,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
576,A-577,Source2,2,2016-03-10 08:12:38,2016-03-10 08:42:38,39.085529,-84.178314,,,0.01,Accident on OH-132 State Route 132 at OH-32 State Route 32. Expect delays.,State Route 32,Batavia,Clermont,OH,45103,US,US/Eastern,KI69,2016-03-10 08:13:00,60.1,,93.0,30.02,10.0,SSW,6.9,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
577,A-578,Source2,3,2016-03-10 08:48:10,2016-03-10 09:18:10,40.111134,-82.992203,,,0.01,Accident on I-270 Outerbelt Northbound at Exit 26 I-71.,Outerbelt W,Columbus,Franklin,OH,43085,US,US/Eastern,KOSU,2016-03-10 08:49:00,57.2,,100.0,30.01,10.0,South,6.9,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
578,A-579,Source2,3,2016-03-10 09:32:41,2016-03-10 10:02:41,39.948391,-82.943558,,,0.01,Accident on I-70 Westbound at Exit 103B Alum Creek Dr. Expect delays.,East Fwy W,Columbus,Franklin,OH,43209,US,US/Eastern,KCMH,2016-03-10 09:51:00,59.0,,93.0,30.03,10.0,SSW,9.2,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
579,A-580,Source2,2,2016-03-10 09:36:26,2016-03-10 10:06:26,39.786411,-84.25376899999998,,,0.01,Accident on Gettysburg Ave at Prescott Ave.,Prescott Ave,Dayton,Montgomery,OH,45406-2435,US,US/Eastern,KDAY,2016-03-10 09:16:00,57.9,,100.0,30.03,1.2,SSW,13.8,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
580,A-581,Source2,2,2016-03-10 09:37:25,2016-03-10 10:07:25,39.782368,-84.203339,,,0.01,Accident on Riverside Dr at Ridge Ave.,Ridge Ave,Dayton,Montgomery,OH,45405,US,US/Eastern,KDAY,2016-03-10 09:56:00,57.9,,100.0,30.01,1.8,SW,9.2,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
581,A-582,Source2,2,2016-03-10 09:36:50,2016-03-10 10:06:50,39.74688,-84.15986600000002,,,0.0,Accident on Saint Joseph Ave at Wyoming St.,Wyoming St,Dayton,Montgomery,OH,45410-2206,US,US/Eastern,KFFO,2016-03-10 09:45:00,59.0,,100.0,30.01,2.5,SSW,15.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
582,A-583,Source2,2,2016-03-10 10:00:50,2016-03-10 10:30:50,39.596725,-84.231667,,,0.01,Accident on Austin Blvd at Springboro Pike.,Austin Blvd,Miamisburg,Montgomery,OH,45342,US,US/Eastern,KMGY,2016-03-10 09:53:00,59.0,,90.0,30.01,6.0,SSW,8.1,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
583,A-584,Source2,2,2016-03-10 10:33:46,2016-03-10 11:03:46,39.784584,-84.15226700000002,,,0.0,Accident on Valleycrest Dr at Valley St.,Valleycrest Dr,Dayton,Montgomery,OH,45404-2219,US,US/Eastern,KFFO,2016-03-10 10:38:00,60.8,,100.0,30.01,2.8,SSW,10.4,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
584,A-585,Source2,2,2016-03-10 11:08:43,2016-03-10 11:38:43,39.769596,-84.176964,,,0.01,Accident on OH-4 Keowee St at OH-4 Valley St.,N Keowee St,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-03-10 10:58:00,59.9,,100.0,30.02,2.8,South,10.4,0.04,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
585,A-586,Source2,3,2016-03-10 11:29:29,2016-03-10 11:59:29,39.696461,-83.456673,,,0.01,Accident on I-71 Northbound at Exit 75 OH-38 State Route 38.,State Route 38 NE,Bloomingburg,Fayette,OH,43106,US,US/Eastern,KILN,2016-03-10 11:35:00,60.1,,90.0,30.03,1.8,SW,13.8,0.02,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
586,A-587,Source2,3,2016-03-10 11:27:00,2016-03-10 15:00:00,39.97847700000001,-83.119835,,,0.01,Lane blocked on exit ramp due to accident on I-270 Outerbelt Southbound at Exit 8 I-70.,Outerbelt S,Columbus,Franklin,OH,43204,US,US/Eastern,KTZR,2016-03-10 11:50:00,59.0,,94.0,30.02,5.0,SW,6.9,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
587,A-588,Source2,2,2016-03-10 13:25:31,2016-03-10 14:10:31,39.773762,-84.14045,,,0.0,Accident on Radio Rd at Wright Ave.,N Wright Ave,Dayton,Montgomery,OH,45403-1639,US,US/Eastern,KFFO,2016-03-10 13:32:00,60.8,,100.0,29.98,4.0,SW,11.5,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
588,A-589,Source2,3,2016-03-10 14:44:12,2016-03-10 15:29:12,39.956909,-83.044914,,,0.01,Accident on I-70 at Exit 97 US-40 Broad St.,I-70 E,Columbus,Franklin,OH,43223,US,US/Eastern,KTZR,2016-03-10 14:50:00,60.8,,94.0,29.99,2.0,SW,9.2,,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
589,A-590,Source2,3,2016-03-10 15:02:15,2016-03-10 16:02:15,39.788414,-84.183693,,,0.01,Accident on I-75 Northbound at Exit 56 Stanley Ave.,Stanley Ave,Dayton,Montgomery,OH,45404,US,US/Eastern,KFFO,2016-03-10 14:58:00,60.8,,100.0,29.99,2.5,SW,6.9,0.05,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
590,A-591,Source2,2,2016-03-10 15:29:46,2016-03-10 15:59:46,38.843636,-82.216187,,,0.0,Accident on Hazel St at Circle Dr.,Circle Dr,Gallipolis,Gallia,OH,45631-8657,US,US/Eastern,K3I2,2016-03-10 15:30:00,66.0,66.0,70.0,29.17,10.0,W,5.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
